Subject Area,Catalogue Number,Instructor Name,Total Enrolled,Average Grade (GPA),Std Dev (GPA)
COM HLT,211B    ,"PRELIP, MICHAEL L",60.0,3.5649999999999995,0.31980462785894775
HNRS   ,87W     ,"PRESCOTT-JOHNSON, TARA L",45.0,3.7688888888888887,0.6452638468865007
ENGCOMP,3DX     ,"PRESCOTT-JOHNSON, TARA L",41.0,3.836585365853659,0.2227938974959851
HNRS   ,50      ,"PRESCOTT-JOHNSON, TARA L",38.0,4.0,0.0
ENGCOMP,3       ,"PRESCOTT-JOHNSON, TARA L",326.0,3.664110429447854,0.5382603539777314
GERMAN ,59      ,"PRESNER, TODD S",209.0,3.850717703349282,0.35609788681989707
CLUSTER,10B     ,"PRESNER, TODD S",158.0,3.8253164556962025,0.466733424696807
CLUSTER,10A     ,"PRESNER, TODD S",348.0,3.8686781609195395,0.27052838864578416
CLUSTER,10CW    ,"PRESNER, TODD S",17.0,3.9588235294117644,0.16470588235294123
ELTS   ,200     ,"PRESNER, TODD S",7.0,3.914285714285714,0.1355261854357876
MAT SCI,C111    ,"PRIKHODKO, SERGEY",46.0,3.5304347826086957,0.45724580261338804
MAT SCI,C211    ,"PRIKHODKO, SERGEY",93.0,3.564516129032258,0.5494171224771186
MAT SCI,111L    ,"PRIKHODKO, SERGEY",20.0,4.0,0.0
MAT SCI,105     ,"PRIKHODKO, SERGEY",27.0,3.4074074074074074,0.5656369244625926
NEUROSC,102     ,"PRINS, MAYUMI L",290.0,3.0644827586206893,1.1261533129132524
NEUROSC,140     ,"PRINS, MAYUMI L",50.0,3.988,0.058787753826796234
POL SCI,40      ,"PRIVETT, CHASE ALLEN",50.0,3.1340000000000003,0.8985788780068225
POL SCI,140A    ,"PRIVETT, CHASE ALLEN",76.0,3.4039473684210524,0.6264857686193267
POL SCI,30      ,"PRIVETT, CHASE ALLEN",105.0,3.241904761904762,1.1715501291944017
GENDER ,M136    ,"PROVENZANO, CATHERINE ANN",51.0,3.9470588235294115,0.19438484284539184
MUSCLG ,1       ,"PROVENZANO, CATHERINE ANN",30.0,3.8,0.30000000000000004
MUSCLG ,125C    ,"PROVENZANO, CATHERINE ANN",81.0,3.450617283950617,0.6917723626140132
MUSCLG ,127     ,"PROVENZANO, CATHERINE ANN",24.0,3.829166666666666,0.4168124744880951
MSC IND,185     ,"PROVENZANO, CATHERINE ANN",44.0,3.6636363636363636,0.870499049420114
MUSCLG ,M136    ,"PROVENZANO, CATHERINE ANN",165.0,3.8884848484848487,0.5025276787921733
MIMG   ,185A    ,"PUIG SAUS, CRISTINA",139.0,2.932374100719424,0.8904946347850872
MIMG   ,180B    ,"PUIG SAUS, CRISTINA",10.0,4.0,0.0
MIMG   ,180A    ,"PUIG SAUS, CRISTINA",10.0,4.0,0.0
LAW    ,282     ,"PURDY, WILLIAM CHARLES",18.0,3.688888888888889,0.3478327964999674
EDUC   ,143     ,"PURDY, WILLIAM CHARLES",121.0,3.9867768595041326,0.07814179605667974
EDUC   ,452A    ,"PURDY, WILLIAM CHARLES",28.0,4.0,0.0
EDUC   ,209A    ,"PURDY, WILLIAM CHARLES",41.0,4.0,0.0
EDUC   ,106A    ,"PURDY, WILLIAM CHARLES",196.0,3.901020408163265,0.4208821876844368
EDUC   ,106B    ,"PURDY, WILLIAM CHARLES",116.0,3.9801724137931034,0.13275582173493722
EDUC   ,181     ,"PURDY, WILLIAM CHARLES",68.0,3.9323529411764704,0.48307872226285664
EDUC   ,100     ,"PURDY, WILLIAM CHARLES",61.0,3.962295081967213,0.2561786866310499
SCAND  ,50W     ,"PURDY, WILLIAM CHARLES",117.0,3.899145299145299,0.5305207450603986
EDUC   ,10      ,"PURDY, WILLIAM CHARLES",328.0,3.9908536585365852,0.09519814021948778
EDUC   ,101C    ,"PURDY, WILLIAM CHARLES",135.0,3.9214814814814822,0.4449527956961336
EDUC   ,442B    ,"PURDY, WILLIAM CHARLES",48.0,4.0,0.0
EDUC   ,106C    ,"PURDY, WILLIAM CHARLES",37.0,3.8675675675675674,0.6497625570697029
PHYSICS,115B    ,"PUTTERMAN, SETH J",58.0,3.0293103448275853,0.8466991935603477
PHYSICS,32      ,"PUTTERMAN, SETH J",27.0,3.0407407407407407,1.0636273572106252
PHYSICS,110A    ,"PUTTERMAN, SETH J",34.0,3.2823529411764705,0.6801689185676358
PHYSICS,112     ,"PUTTERMAN, SETH J",29.0,3.5241379310344825,0.5893627022200617
PHYSICS,115C    ,"PUTTERMAN, SETH J",19.0,3.021052631578948,1.0928374210324536
PHYSICS,220     ,"PUTTERMAN, SETH J",60.0,3.506666666666667,0.5910066741491917
PHYSICS,17      ,"PUTTERMAN, SETH J",77.0,2.9493506493506496,1.0136245080298716
MOL BIO,254B    ,"PYLE, APRIL DAWN",10.0,3.85,0.1499999999999999
MIMG   ,170     ,"PYLE, APRIL DAWN",164.0,3.7585365853658543,0.47317073170731716
SOCIOL ,M238    ,"QUADLIN, NATASHA MICHAELA",13.0,3.9538461538461536,0.10824036368823294
SOCIOL ,M162    ,"QUADLIN, NATASHA MICHAELA",650.0,3.557230769230768,0.615780949295115
SOCIOL ,189     ,"QUADLIN, NATASHA MICHAELA",25.0,4.0,0.0
GENDER ,M162    ,"QUADLIN, NATASHA MICHAELA",130.0,3.589230769230769,0.614221978647178
SOCIOL ,202B    ,"QUADLIN, NATASHA MICHAELA",26.0,3.9384615384615387,0.20395497820865924
EDUC   ,113     ,"QUARTZ, KAREN",202.0,3.8029702970297032,0.4046647421918286
ENV HLT,253     ,"QUE HEE, SHANE S",15.0,3.8,0.4
ENV HLT,C200C   ,"QUE HEE, SHANE S",25.0,3.864,0.22428553230201895
ENV HLT,C257    ,"QUE HEE, SHANE S",71.0,3.8154929577464793,0.2424336048639051
ENV HLT,252E    ,"QUE HEE, SHANE S",12.0,3.758333333333333,0.3094574104604524
ART    ,150     ,"QUEENLAND, MICHAEL",12.0,3.7416666666666667,0.3226410113767657
SPAN   ,160     ,"QUICOLI, ANTONIO C",85.0,3.5505882352941183,0.6669727094534749
SPAN   ,5       ,"QUICOLI, ANTONIO C",58.0,3.9068965517241376,0.25654338139939126
SPAN   ,4       ,"QUICOLI, ANTONIO C",56.0,3.9035714285714285,0.2604695524530689
SPAN   ,191A    ,"QUICOLI, ANTONIO C",54.0,3.8870370370370364,0.22281556589707927
PHYSCI ,109     ,"QUIJADA, PEARL JENNINE",42.0,3.9761904761904763,0.1524553389864964
PHYSCI ,111B    ,"QUIJADA, PEARL JENNINE",456.0,3.7629385964912276,0.35430826564843515
CHEM   ,156     ,"QUINLAN, MARGOT ELIZABETH",160.0,3.188125,0.7620180341533919
CHEM   ,268     ,"QUINLAN, MARGOT ELIZABETH",17.0,4.0,0.0
CHEM   ,269D    ,"QUINLAN, MARGOT ELIZABETH",47.0,3.74468085106383,0.43604045812594033
HUM GEN,411     ,"QUINN, EMILY",10.0,3.84,0.30397368307141326
EDUC   ,230A    ,"QUINONES, PATRICIA",85.0,3.98,0.11040034100544098
ASIA AM,174A    ,"QUTAMI, LOUBNA N",57.0,3.801754385964912,0.45901925506001495
ASIA AM,107     ,"QUTAMI, LOUBNA N",21.0,3.3523809523809525,1.169704499769085
ASIA AM,175B    ,"QUTAMI, LOUBNA N",20.0,3.87,0.3494281041931229
AF AMER,M124    ,"QUTAMI, LOUBNA N",18.0,3.8333333333333335,0.30368111930480995
ASIA AM,M124    ,"QUTAMI, LOUBNA N",31.0,3.8741935483870966,0.2862073937137914
ASIA AM,175A    ,"QUTAMI, LOUBNA N",28.0,3.8821428571428567,0.257811630332485
LAW    ,792     ,"RABIN, NINA A",30.0,3.98,0.07483314773547878
LAW    ,119     ,"RADD, BENJAMIN",21.0,3.766666666666667,0.2624669291337271
GLBL ST,188A    ,"RADD, BENJAMIN",20.0,3.825,0.43803538669838077
PUB PLC,291A    ,"RADING, AJWANG MBINGA FEHLMANN",18.0,3.933333333333333,0.12472191289246465
ECON   ,271A    ,"RAFEY, WILLIAM M",41.0,3.826829268292683,0.6324649379056142
ECON   ,134     ,"RAFEY, WILLIAM M",653.0,3.283154670750383,0.6298286081288631
EDUC   ,420A    ,"RAFI, FATEMEH HANI",16.0,4.0,0.0
EDUC   ,425     ,"RAFI, FATEMEH HANI",299.0,3.944147157190636,0.27295764874850653
EDUC   ,490A    ,"RAFI, FATEMEH HANI",4.0,4.0,0.0
EDUC   ,498B    ,"RAFI, FATEMEH HANI",16.0,4.0,0.0
EDUC   ,491     ,"RAFI, FATEMEH HANI",16.0,4.0,0.0
EDUC   ,405A    ,"RAFI, FATEMEH HANI",18.0,4.0,0.0
EDUC   ,405B    ,"RAFI, FATEMEH HANI",18.0,3.9833333333333334,0.06871842709362763
EDUC   ,405C    ,"RAFI, FATEMEH HANI",18.0,4.0,0.0
EDUC   ,498C    ,"RAFI, FATEMEH HANI",16.0,4.0,0.0
EDUC   ,498A    ,"RAFI, FATEMEH HANI",16.0,4.0,0.0
NAV SCI,102B    ,"RAGADIO, JOSHUA",23.0,4.0,0.0
DS BMED,200     ,"RAHMANI, ELIOR",22.0,3.7409090909090916,0.4238986702557913
EC ENGR,260B    ,"RAHMAT-SAMII, YAHYA",10.0,3.6700000000000004,0.3407345007480164
EC ENGR,260A    ,"RAHMAT-SAMII, YAHYA",80.0,3.5525000000000007,0.3660515674054682
EDUC   ,299B    ,"RAIA, FEDERICA",31.0,4.0,0.0
EDUC   ,140     ,"RAIA, FEDERICA",85.0,3.8176470588235296,0.593529120270435
EDUC   ,299A    ,"RAIA, FEDERICA",18.0,4.0,0.0
ENVIRON,277     ,"RAJAGOPAL, DEEPAK",52.0,3.9326923076923075,0.1857636565495914
ENVIRON,250     ,"RAJAGOPAL, DEEPAK",17.0,3.8176470588235296,0.19474053361466878
ENVIRON,157     ,"RAJAGOPAL, DEEPAK",86.0,3.374418604651163,0.49911224596524545
ENVIRON,C159    ,"RAJAGOPAL, DEEPAK",118.0,3.4322033898305087,0.6808371412238502
PHYSICS,188     ,"RAJAGOPAL, DEEPAK",14.0,3.4857142857142853,0.5755210593852481
MGMTFE ,410     ,"RAJARAM, KUMAR",304.0,3.3694078947368418,0.516648783218185
MGMTGEX,410     ,"RAJARAM, KUMAR",35.0,3.3685714285714288,0.4880113749092498
MGMTEX ,410     ,"RAJARAM, KUMAR",168.0,3.3773809523809524,0.47867654614328503
MGMTGEX,410B    ,"RAJARAM, KUMAR",22.0,3.4272727272727277,0.4391953574247695
CHEM   ,14A     ,"RAMACHANDRAN, ROSHINI",33.0,3.9515151515151516,0.18277525878788145
MAT SCI,202     ,"RAMAN, AASWATH PATTABHI",122.0,3.7122950819672136,0.36000406847711497
MAT SCI,221     ,"RAMAN, AASWATH PATTABHI",59.0,3.666101694915254,0.33929646528229485
MAT SCI,248     ,"RAMAN, AASWATH PATTABHI",30.0,3.6133333333333337,0.3537733109712427
MAT SCI,121     ,"RAMAN, AASWATH PATTABHI",124.0,3.4572580645161293,0.5022808280005311
COM SCI,205     ,"RAMEZANI, RAMIN",32.0,3.65625,0.47495887979908324
BIOSTAT,244     ,"RAMIREZ, CHRISTINA MICHELLE",53.0,4.0,0.0
BIOSTAT,213     ,"RAMIREZ, CHRISTINA MICHELLE",27.0,4.0,0.0
SOC WLF,231F    ,"RAMIREZ, GUILLERMO ULISES",103.0,3.968932038834951,0.11743961572844613
CCAS   ,113     ,"RAMIREZ-OROPEZA, MARTHA E",418.0,3.950956937799043,0.2695229580943064
SPAN   ,160     ,"RANERO ECHEVERRIA, RODRIGO",60.0,3.7983333333333333,0.4573443876215044
PORTGSE,M35     ,"RANERO ECHEVERRIA, RODRIGO",60.0,2.9916666666666667,1.0936622980711288
SPAN   ,M35     ,"RANERO ECHEVERRIA, RODRIGO",99.0,2.8909090909090915,1.1948619724259697
BIOMATH,259     ,"RANGANATH, VEENA K",28.0,4.0,0.0
BIOMATH,M262    ,"RANGANATH, VEENA K",9.0,4.0,0.0
MGMT   ,275     ,"RAO, ARUN",168.0,3.283928571428571,0.6360527790640507
ANTHRO ,120     ,"RASHIDI, JENNIFER S",46.0,3.882608695652174,0.35892614465331163
ANTHRO ,129     ,"RASHIDI, JENNIFER S",147.0,3.2095238095238092,0.8731313054999179
ANTHRO ,126Q    ,"RASHIDI, JENNIFER S",108.0,3.2907407407407407,1.0324850493973659
ANTHRO ,126P    ,"RASHIDI, JENNIFER S",188.0,3.2728723404255318,1.0102971148621467
FILM TV,298A    ,"RASTEGAR, ROYA ZAHRA",12.0,3.8333333333333335,0.32231799343022866
FILM TV,6A      ,"RASTEGAR, ROYA ZAHRA",230.0,3.788695652173913,0.5161336559948999
FILM TV,210     ,"RASTEGAR, ROYA ZAHRA",83.0,3.891566265060241,0.1441257978605557
MGMTMSA,435     ,"RATCLIFF, RYAN D",119.0,3.7327731092436975,0.32283128869048533
GLBL ST,160     ,"RAUSTIALA, KAL",53.0,3.4132075471698107,0.3899868095732899
LAW    ,270     ,"RAUSTIALA, KAL",91.0,3.4417582417582415,0.3730085389429861
INF STD,270     ,"RAVAL, NOOPUR A",53.0,3.828301886792453,0.5770377700893137
INF STD,272     ,"RAVAL, NOOPUR A",24.0,4.0,0.0
INF STD,30      ,"RAVAL, NOOPUR A",80.0,3.9299999999999997,0.4662081080376016
INF STD,279     ,"RAVAL, NOOPUR A",60.0,3.9949999999999997,0.03840572873934302
MGMT   ,142A    ,"RAVETCH, DAVID S",414.0,3.324396135265701,0.6965470374956748
MGMT   ,142B    ,"RAVETCH, DAVID S",164.0,3.4310975609756094,0.6811548767289362
MGMT   ,168     ,"RAVETCH, DAVID S",345.0,3.314202898550725,0.657488426739168
MGMT   ,142C    ,"RAVETCH, DAVID S",62.0,3.601612903225807,0.39164332666008467
FILM TV,215     ,"RAVETTO, KRISTINE SUZANNE",16.0,3.8312500000000003,0.14882351124738313
FILM TV,106C    ,"RAVETTO, KRISTINE SUZANNE",240.0,3.56875,0.6670070745501879
FILM TV,107     ,"RAVETTO, KRISTINE SUZANNE",201.0,3.5999999999999996,0.6019041096503083
FILM TV,298A    ,"RAVETTO, KRISTINE SUZANNE",17.0,3.9470588235294115,0.11436601232484452
FILM TV,114     ,"RAVETTO, KRISTINE SUZANNE",140.0,3.717857142857143,0.43773244553899704
ART    ,275     ,"RAWLS, WILL JAMES",10.0,4.0,0.0
DANCE  ,117B    ,"RAWLS, WILL JAMES",21.0,4.0,0.0
DANCE  ,186A    ,"RAWLS, WILL JAMES",10.0,3.8699999999999997,0.22383029285599393
ART    ,C280    ,"RAWLS, WILL JAMES",18.0,4.0,0.0
PSYCH  ,162     ,"RAY, LARA ALLISON",766.0,3.9428198433420363,0.2444034382954303
PSYCH  ,189     ,"RAY, LARA ALLISON",18.0,3.933333333333333,0.12472191289246465
GENDER ,203     ,"RAZACK, SHERENE HALIDA",13.0,4.0,0.0
GENDER ,119     ,"RAZACK, SHERENE HALIDA",31.0,3.874193548387097,0.33016881501739315
EC ENGR,215C    ,"RAZAVI, BEHZAD",98.0,3.5397959183673473,0.44988429258869905
EC ENGR,209BS   ,"RAZAVI, BEHZAD",26.0,4.0,0.0
EC ENGR,215A    ,"RAZAVI, BEHZAD",220.0,3.4977272727272726,0.4739047834762305
EC ENGR,215E    ,"RAZAVI, BEHZAD",59.0,3.5,0.473715927176844
EC ENGR,115B    ,"RAZAVI, BEHZAD",91.0,3.4197802197802196,0.5808708468391609
EC ENGR,100     ,"RAZAVI, BEHZAD",180.0,3.058333333333334,0.8402297966098983
EC ENGR,115A    ,"RAZAVI, BEHZAD",60.0,3.2199999999999998,0.8642530493630516
DESMA  ,111     ,"REAS, CASEY",23.0,3.8,0.3243723035407737
DESMA  ,113     ,"REAS, CASEY",19.0,3.689473684210526,0.5349812951399184
DESMA  ,289     ,"REAS, CASEY",11.0,4.0,0.0
DESMA  ,28      ,"REAS, CASEY",79.0,3.7886075949367095,0.44493985990205315
DESMA  ,171     ,"REAS, CASEY",46.0,3.6999999999999997,0.5229514899773834
DESMA  ,161     ,"REAS, CASEY",38.0,3.71578947368421,0.5397496085123143
DESMA  ,404     ,"REAS, CASEY",10.0,4.0,0.0
SPAN   ,11B     ,"REDA COLL, FRANCESC",10.0,3.1399999999999997,0.98812954616285
SPAN   ,11A     ,"REDA COLL, FRANCESC",16.0,3.5999999999999996,0.5244044240850758
SPAN   ,3       ,"REDA COLL, FRANCESC",101.0,3.198019801980198,0.9842301306619966
ETHNMUS,20C     ,"REES, HELEN M",74.0,3.458108108108108,0.7503164659818201
ETHNMUS,C156A   ,"REES, HELEN M",12.0,3.975,0.08291561975888495
ETHNMUS,183     ,"REES, HELEN M",14.0,3.957142857142857,0.1049781318335647
ETHNMUS,5       ,"REES, HELEN M",235.0,3.4970212765957447,0.7372978695774706
INF STD,486     ,"REESE, MEREDITH ANNE",26.0,3.976923076923077,0.0799408065031789
INF STD,289     ,"REESE, MEREDITH ANNE",25.0,4.0,0.0
PHYSICS,112     ,"REGAN, BRIAN C",67.0,3.362686567164179,0.7247924707393519
PHYSICS,115B    ,"REGAN, BRIAN C",127.0,3.2771653543307084,0.9286506150237179
PHYSICS,1C      ,"REGAN, BRIAN C",164.0,3.120731707317073,0.7211504705605952
PHYSICS,115A    ,"REGAN, BRIAN C",123.0,3.210569105691057,1.0152346044806453
PHYSICS,110A    ,"REGAN, BRIAN C",122.0,3.2393442622950817,0.7556950309775287
PHYSICS,17      ,"REGAN, BRIAN C",273.0,3.3003663003663,0.7447741338907296
LAW    ,211     ,"REICH, PETER L",276.0,3.466304347826087,0.3548659189269647
LAW    ,113     ,"REICH, PETER L",182.0,3.550549450549451,0.3404501307250258
LAW    ,941     ,"REICH, PETER L",11.0,3.6909090909090905,0.314655787270487
LAW    ,475     ,"REICH, PETER L",409.0,3.4845965770171152,0.36002227055267944
ETHNMUS,20A     ,"REIGLE, ROBERT FRANKLIN",39.0,3.5435897435897434,0.5938984078688585
ETHNMUS,183     ,"REIGLE, ROBERT FRANKLIN",20.0,3.6,0.6920982589199312
ETHNMUS,101     ,"REIGLE, ROBERT FRANKLIN",21.0,3.761904761904762,0.3484334881890804
COM SCI,136     ,"REIHER, PETER L",191.0,3.195287958115183,0.7648212985075695
COM SCI,111     ,"REIHER, PETER L",854.0,3.145901639344262,0.7492546301917814
CHEM   ,14CL    ,"REILLY, AMBER",246.0,3.975609756097561,0.11641072745152903
CHEM   ,30B     ,"REILLY, AMBER",221.0,3.0986425339366517,1.0451993093185215
CHEM   ,30A     ,"REILLY, AMBER",284.0,3.0218309859154933,0.8506514651114234
CHEM   ,30BL    ,"REILLY, AMBER JAYNE",71.0,3.3915492957746483,0.5011947637714289
CHEM   ,30B     ,"REILLY, AMBER JAYNE",66.0,2.9015151515151514,0.9716422250019785
CHEM   ,30CL    ,"REILLY, AMBER JAYNE",30.0,3.58,0.3310589071449371
CHEM   ,14C     ,"REILLY, AMBER JAYNE",63.0,2.988888888888889,0.7962433844854604
CHEM   ,14D     ,"REILLY, AMBER JAYNE",959.0,3.0402502606882167,0.7712551826501987
MGMTMFE,410     ,"REINER, ERIC S",182.0,3.5115384615384615,0.3442284670559643
MGMTMFE,406     ,"REINER, ERIC S",276.0,3.492391304347827,0.334674954458467
COM LIT,100     ,"REINHARD, KENNETH",18.0,3.533333333333333,0.9122621455602672
COM SCI,M151B   ,"REINMAN, GLENN D",561.0,2.9158645276292336,0.9618653943799538
ENGR   ,186W    ,"REINMAN, GLENN D",230.0,3.9413043478260867,0.18222786375558073
COM SCI,33      ,"REINMAN, GLENN D",1424.0,3.212991573033708,0.8963133198523363
HLT POL,441     ,"REISCHL, HANNAH H",43.0,3.953488372093023,0.18595928187631444
HLT ADM,417     ,"REISCHL, HANNAH H",153.0,3.871241830065359,0.2695125599106506
PSYCH  ,250A    ,"REISE, STEVEN PAUL",143.0,3.8020979020979015,0.31853434708884865
PSYCH  ,100A    ,"REISE, STEVEN PAUL",220.0,3.561818181818182,0.5614076169742394
PSYCH  ,255A    ,"REISE, STEVEN PAUL",26.0,3.9538461538461536,0.10824036368823294
CHEM   ,257     ,"REISLER, EMIL",38.0,3.6921052631578943,0.6594980463429697
ASIAN  ,30      ,"REN, YI",61.0,3.6000000000000005,0.6404404222300694
MGMT   ,298D    ,"RENE, ROBERT WILLIAM",53.0,3.5452830188679245,0.4350519542757949
CLUSTER,M71B    ,"RENSEL, MICHELLE A",501.0,3.7023952095808377,0.5295219207623706
SOC GEN,108     ,"RENSEL, MICHELLE A",59.0,3.9881355932203393,0.09035663006957181
CLUSTER,M71CW   ,"RENSEL, MICHELLE A",42.0,3.9285714285714284,0.25753937681885636
SOC GEN,M144    ,"RENSEL, MICHELLE A",235.0,3.9463829787234044,0.3127396138855052
SOC GEN,102     ,"RENSEL, MICHELLE A",1033.0,3.8787028073572114,0.3829263459339383
CLUSTER,M71A    ,"RENSEL, MICHELLE A",759.0,3.85441370223979,0.3705970578830731
PSYCH  ,290     ,"REPETTI, RENA L",23.0,3.856521739130435,0.27792098807820675
MUSCLG ,126     ,"REPLOGLE, HOLLEY D",20.0,3.835,0.32599846625406076
MUSCLG ,177     ,"REPLOGLE, HOLLEY D",46.0,3.965217391304348,0.15634047475100174
MUSCLG ,7       ,"REPLOGLE, HOLLEY D",1195.0,3.7585774058577406,0.6898423697152548
MUSCLG ,160     ,"REPLOGLE, HOLLEY D",11.0,3.6363636363636362,1.1499191491521379
MUSCLG ,9       ,"REPLOGLE, HOLLEY D",91.0,3.726373626373626,0.798189595042495
MUSCLG ,60      ,"REPLOGLE, HOLLEY D",215.0,3.8125581395348838,0.5282533440092961
PHILOS ,C133B   ,"RESCORLA, MICHAEL ARTHUR",48.0,3.314583333333333,0.8599877865734813
PHILOS ,7       ,"RESCORLA, MICHAEL ARTHUR",498.0,2.9405622489959837,0.7147058857692267
CHEM   ,20B     ,"RESLAN, RANDA",689.0,3.042525399129173,1.047080401362077
CHEM   ,17      ,"RESLAN, RANDA",153.0,3.6196078431372545,0.654402768536241
CHEM   ,14A     ,"RESLAN, RANDA",694.0,3.2935158501440926,1.038648549234332
LAW    ,230     ,"RESTREPO, FERNAN",229.0,3.477729257641921,0.34271214202023137
LAW    ,115     ,"RESTREPO, FERNAN",22.0,3.859090909090909,0.1874690057027389
LAW    ,520     ,"RESTREPO, FERNAN",35.0,3.974285714285714,0.08398250546685176
LAW    ,575     ,"RESTREPO, FERNAN",20.0,4.0,0.0
LAW    ,236     ,"RESTREPO, FERNAN",239.0,3.4882845188284524,0.3640037510308341
LING   ,222     ,"RETT, JESSICA L",11.0,3.909090909090909,0.28747978728803447
LING   ,120C    ,"RETT, JESSICA L",124.0,3.4653225806451613,0.7418421224569315
LING   ,200C    ,"RETT, JESSICA L",10.0,4.0,0.0
HUM GEN,236A    ,"REUE, KAREN",25.0,3.9,0.2190890230020664
MCD BIO,CM156   ,"REUE, KAREN",68.0,2.980882352941176,0.8672568913366641
MIMG   ,CM156   ,"REUE, KAREN",58.0,3.043103448275862,0.6607498532794381
NURSING,204     ,"REZK-HANNA, MARY",206.0,3.8674757281553402,0.2520988342424683
MUSC   ,106A    ,"RHIE, KAY KYURIM",12.0,3.783333333333333,0.2544056253745625
MUSC   ,253     ,"RHIE, KAY KYURIM",10.0,3.9299999999999997,0.21000000000000005
MUSC   ,106B    ,"RHIE, KAY KYURIM",12.0,3.516666666666666,0.3312434485725299
PSYCH  ,133G    ,"RHINEHART, LAURA",21.0,3.6809523809523808,0.9194299722778797
ENGCOMP,3       ,"RHODD-LEE, HOLLAND M",41.0,3.860975609756098,0.27926562997985055
ECON   ,103     ,"RIBEIRO ANTUNES PINTO, RODRIGO",523.0,3.00095602294455,0.9856421672258286
ECON   ,103L    ,"RIBEIRO ANTUNES PINTO, RODRIGO",523.0,3.005927342256214,0.9939699889277908
SOCIOL ,132     ,"RIBET, ELIZABETH RACHEL",140.0,3.866428571428572,0.47713590670729
GENDER ,185     ,"RIBET, ELIZABETH RACHEL",214.0,3.8584112149532706,0.4702348777452143
SOCIOL ,M174    ,"RIBET, ELIZABETH RACHEL",115.0,3.757391304347826,0.582656714439049
SOCIOL ,145     ,"RIBET, ELIZABETH RACHEL",138.0,3.8492753623188403,0.41323158696480167
SOCIOL ,M120    ,"RIBET, ELIZABETH RACHEL",12.0,3.658333333333333,0.5376776192312847
DIS STD,191     ,"RIBET, ELIZABETH RACHEL",10.0,4.0,0.0
SOCIOL ,180B    ,"RIBET, ELIZABETH RACHEL",133.0,3.808270676691729,0.5094660499556736
DIS STD,M149    ,"RIBET, ELIZABETH RACHEL",12.0,3.8333333333333335,0.3726779962499649
CLUSTER,20CW    ,"RIBET, ELIZABETH RACHEL",22.0,4.0,0.0
GENDER ,M174    ,"RIBET, ELIZABETH RACHEL",28.0,3.867857142857143,0.32738528135666023
CLUSTER,73CW    ,"RIBET, ELIZABETH RACHEL",23.0,4.0,0.0
ARCH&UD,221     ,"RICCIARDI, GARRETT",31.0,3.6870967741935483,0.24328655012857817
ARCH&UD,401     ,"RICCIARDI, GARRETT",11.0,3.8545454545454545,0.21893808325076902
ARCH&UD,412     ,"RICCIARDI, GARRETT",11.0,3.8636363636363638,0.14937887931959065
ARCH&UD,413     ,"RICCIARDI, GARRETT",10.0,3.78,0.21354156504062624
PUB HLT,195CE   ,"RICE, LINDSAY NICOLE",17.0,4.0,0.0
HLT POL,227A    ,"RICE, THOMAS H",33.0,4.0,0.0
HLT POL,M236    ,"RICE, THOMAS H",39.0,3.717948717948718,0.5367861603893452
ASTR   ,3       ,"RICH, MICHAEL",187.0,3.0545454545454542,0.95945516057455
ASTR   ,5       ,"RICH, MICHAEL",727.0,3.491884456671252,0.6499625619250771
FILM TV,C454B   ,"RICHARDSON, NANCY",24.0,4.0,0.0
CLASSIC,161     ,"RICHLIN, AMY ELLEN",15.0,3.6466666666666665,0.5655282682786266
MUSC   ,15      ,"RICHMAN, WENDY MICHELLE",1141.0,3.920245398773006,0.38667817354148315
MUSC   ,261D    ,"RICHMAN, WENDY MICHELLE",52.0,3.9134615384615383,0.2253449033011108
MUSC   ,114A    ,"RICHMAN, WENDY MICHELLE",13.0,3.976923076923077,0.0799408065031789
MUSC   ,202     ,"RICHMAN, WENDY MICHELLE",114.0,3.8429824561403505,0.3760294170663122
MUSC   ,203     ,"RICHMAN, WENDY MICHELLE",12.0,3.608333333333333,0.6849067251985648
EDUC   ,231D    ,"RICKLES, JORDAN",19.0,3.857894736842105,0.2581631256511731
EDUC   ,152     ,"RICKLES, JORDAN",13.0,3.5384615384615383,0.7011402378526671
GEOG   ,150     ,"RIGBY, DAVID",63.0,3.444444444444445,0.6303885870818919
GEOG   ,413     ,"RIGBY, DAVID",35.0,3.522857142857143,0.6828870286347157
GEOG   ,150     ,"RIGBY, DAVID L",50.0,3.48,0.49517673612559787
GEOG   ,413     ,"RIGBY, DAVID L",18.0,3.6500000000000004,0.35000000000000003
THEATER,C151B   ,"RIGG, ROBERT",10.0,3.8699999999999997,0.22383029285599393
THEATER,443A    ,"RIGG, ROBERT",12.0,3.783333333333333,0.2544056253745625
MCD BIO,138     ,"RIGUEUR, DIANA",391.0,3.9616368286445014,0.17667396264994326
MCD BIO,180A    ,"RIGUEUR, DIANA",115.0,4.0,0.0
MCD BIO,144     ,"RIGUEUR, DIANA",443.0,3.969751693002257,0.24251630782814687
MCD BIO,180B    ,"RIGUEUR, DIANA",115.0,4.0,0.0
MCD BIO,165A    ,"RIGUEUR, DIANA",357.0,3.9739495798319324,0.12398304632946548
MCD BIO,191     ,"RIGUEUR, DIANA",58.0,4.0,0.0
LAW    ,267     ,"RILEY, ANGELA R",65.0,3.616923076923077,0.3510727431828298
LAW    ,311     ,"RILEY, ANGELA R",142.0,3.4915492957746475,0.34793008803705944
